観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの6月の1位の値(mm),昨日までの6月の1位の値の品質情報,昨日までの6月の1位の値の年,昨日までの6月の1位の値の月,昨日までの6月の1位の値の日,統計開始年
20361,北海道 十勝地方,鹿追（シカオイ）,,2019,06,30,05,50,0.0,8,0.5,4,00,41,4,,,36,8,1982,07,21,25,8,1980,06,24,1976
20371,北海道 十勝地方,駒場（コマバ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,53.0,8,2012,08,06,28,8,2006,06,24,1977
20421,北海道 十勝地方,芽室（メムロ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,34,8,2006,08,04,21,8,1991,06,28,1976
20432,北海道 十勝地方,帯広（オビヒロ）,47417,2019,06,30,05,50,0.0,8,0.5,4,03,54,4,,,56.5,8,1975,07,17,28.0,8,1934,06,28,1919
20441,北海道 十勝地方,池田（イケダ）,,2019,06,30,05,50,0.0,8,0.5,4,05,38,4,,,30.0,8,2016,08,17,21,8,2004,06,30,1976
20451,北海道 十勝地方,留真（ルシン）,,2019,06,30,05,50,0.0,8,0.5,4,04,18,4,,,31.0,8,2017,09,18,19,8,1989,06,29,1984
20506,北海道 十勝地方,浦幌（ウラホロ）,,2019,06,30,05,50,0.0,8,0.5,4,02,55,4,,,44,8,2005,07,31,25.5,8,2009,06,23,1976
20551,北海道 十勝地方,帯広泉（オビヒロイズミ）,,2019,06,30,05,50,0.0,8,0.5,4,00,35,4,,,38.5,8,2017,09,18,11.5,8,2015,06,03,2003
20556,北海道 十勝地方,糠内（ヌカナイ）,,2019,06,30,05,50,0.0,8,0.5,4,05,05,4,,,47,8,1980,06,24,47,8,1980,06,24,1978
20601,北海道 十勝地方,上札内（カミサツナイ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,53,8,1994,08,19,14.0,8,2011,06,11,1977
20606,北海道 十勝地方,更別（サラベツ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,38,8,1989,08,28,21,8,2004,06,30,1977
20631,北海道 十勝地方,大津（オオツ）,,2019,06,30,05,50,0.0,8,0.5,4,04,26,4,,,50,8,1985,09,01,23,8,1989,06,29,1977
20696,北海道 十勝地方,大樹（タイキ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,85.0,8,2017,09,18,21.0,8,2016,06,20,1976
20751,北海道 十勝地方,広尾（ヒロオ）,47440,2019,06,30,05,50,0.0,8,0.5,4,02,21,4,,,70.3,8,1959,10,13,40.6,8,1964,06,04,1958
21031,北海道 胆振地方,安平（アビラ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,57.5,8,2014,09,11,28.5,8,2015,06,03,1976
21111,北海道 胆振地方,厚真（アツマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,46,8,2006,08,18,22.0,8,2016,06,09,1976
21126,北海道 胆振地方,穂別（ホベツ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,47,8,2000,08,15,17.0,8,2016,06,17,1976
21161,北海道 胆振地方,大滝（オオタキ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,70.0,8,2016,08,30,31,8,1978,06,12,1976
21171,北海道 胆振地方,森野（モリノ）,,2019,06,30,05,50,1.0,8,1.5,4,05,38,4,,,77.5,8,2011,08,21,36,8,1989,06,16,1976
21187,北海道 胆振地方,苫小牧（トマコマイ）,47424,2019,06,30,05,50,0.0,8,0.0,4,,,,,,126.0,8,1950,08,01,36.5,8,2015,06,03,1943
21226,北海道 胆振地方,大岸（オオキシ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,56,8,1983,08,11,32,8,1978,06,12,1977
21237,北海道 胆振地方,洞爺湖温泉（トウヤコオンセン）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,34,8,2007,08,09,14,8,2006,06,27,1978
21251,北海道 胆振地方,カルルス（カルルス）,,2019,06,30,05,50,1.0,8,1.5,4,04,36,4,,,54.5,8,2014,09,10,48.0,8,2016,06,25,1985
21261,北海道 胆振地方,白老（シラオイ）,,2019,06,30,05,50,0.5,8,1.0,4,04,13,4,,,84,8,1987,08,26,46.5,8,2016,06,25,1976
21276,北海道 胆振地方,鵡川（ムカワ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,69.0,8,2014,09,12,18,8,2004,06,10,1976
21297,北海道 胆振地方,伊達（ダテ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,33.0,8,2016,09,06,23.5,8,2016,06,17,2007
21312,北海道 胆振地方,登別（ノボリベツ）,,2019,06,30,05,50,0.5,8,1.5,4,04,35,4,,,126,8,1983,09,25,32.0,8,2016,06,25,1976
21323,北海道 胆振地方,室蘭（ムロラン）,47423,2019,06,30,05,50,0.0,8,1.0,4,03,21,4,,,51.3,8,1949,09,23,27.0,8,1971,06,11,1940
22036,北海道 日高地方,日高（ヒダカ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,62.5,8,2015,08,06,25.0,8,2017,06,10,1977
22072,北海道 日高地方,仁世宇（ニセウ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,59.0,8,2010,08,24,24.0,8,2014,06,09,1985
22106,北海道 日高地方,旭（アサヒ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,75,8,2003,08,09,20.5,8,2017,06,10,1985
22141,北海道 日高地方,日高門別（ヒダカモンベツ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,63,8,1992,08,09,34,8,1996,06,15,1976
22156,北海道 日高地方,新和（シンワ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,63,8,2006,08,19,42,8,2002,06,19,1976
22206,北海道 日高地方,笹山（ササヤマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,54,8,1996,09,21,25.5,8,2016,06,01,1987
22241,北海道 日高地方,静内（シズナイ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,65.0,8,2016,08,23,22,8,2002,06,02,1976
22291,北海道 日高地方,三石（ミツイシ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,35.5,8,2017,07,17,26.0,8,2019,06,22,1977
22306,北海道 日高地方,中杵臼（ナカキネウス）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,62,8,1981,08,05,38.0,8,2016,06,20,1978
22327,北海道 日高地方,浦河（ウラカワ）,47426,2019,06,30,05,50,0.0,8,0.0,4,,,,,,60.0,8,2012,09,09,33.5,8,1994,06,09,1939
22356,北海道 日高地方,目黒（メグロ）,,2019,06,30,05,50,0.0,8,1.0,4,02,04,4,,,61,8,1985,09,07,27.0,8,2008,06,06,1978
22366,北海道 日高地方,幌満（ホロマン）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,46.0,8,2011,10,07,39.5,8,2019,06,22,1978
22391,北海道 日高地方,えりも岬（エリモミサキ）,,2019,06,30,05,50,0.5,8,1.5,4,02,43,4,,,40.5,8,2016,07,31,26.5,8,2019,06,22,1978
23031,北海道 渡島地方,長万部（オシャマンベ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,90,8,1985,09,01,28,8,1981,06,28,1976
23086,北海道 渡島地方,八雲（ヤクモ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,53.0,8,2013,08,08,20,8,2004,06,30,1976
23166,北海道 渡島地方,森（モリ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,63.0,8,2017,07,22,17.5,8,2010,06,23,2002
23191,北海道 渡島地方,大沼（オオヌマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,61,8,2007,07,28,14,8,2007,06,20,1976
23206,北海道 渡島地方,川汲（カックミ）,,2019,06,30,05,50,0.5,8,1.0,4,04,53,4,,,73,8,1998,09,16,22,8,2004,06,15,1976
23226,北海道 渡島地方,北斗（ホクト）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,85,8,1991,10,15,20,8,2005,06,12,1976
23232,北海道 渡島地方,函館（ハコダテ）,47430,2019,06,30,05,50,0.0,8,0.0,4,,,,,,63.2,8,1939,08,25,42.8,8,1899,06,26,1889
23281,北海道 渡島地方,高松（タカマツ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,59.0,8,2008,07,23,22,8,2007,06,15,2003
23291,北海道 渡島地方,戸井泊（トイトマリ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,87.5,8,2012,10,02,26,8,2004,06,22,2003
23321,北海道 渡島地方,知内（シリウチ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,43.0,8,2014,08,11,26.0,8,2010,06,23,2004
23326,北海道 渡島地方,木古内（キコナイ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,64,8,1980,07,23,27.0,8,2010,06,23,1976
23356,北海道 渡島地方,千軒（センゲン）,,2019,06,30,05,50,0.0,8,0.5,4,03,54,4,,,83,8,1994,09,21,29.0,8,2018,06,27,1978
23376,北海道 渡島地方,松前（マツマエ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,71.5,8,2013,08,09,28,8,2005,06,27,1977
24141,北海道 渡島地方,熊石（クマイシ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,71.5,8,2013,08,09,28,8,2004,06,30,1976
24041,北海道 檜山地方,せたな（セタナ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,69,8,2002,08,05,23,8,1981,06,27,1976
24051,北海道 檜山地方,今金（イマカネ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,57.5,8,2017,07,22,29,8,1981,06,28,1976
24101,北海道 檜山地方,奥尻（オクシリ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,50.0,8,2012,08,06,28,8,2005,06,12,2000
24156,北海道 檜山地方,米岡（ヨネオカ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,54.0,8,2018,09,24,29,8,2004,06,30,2003
24166,北海道 檜山地方,潮見（シオミ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,66.5,8,2010,08,11,25.5,8,2017,06,10,1976
24201,北海道 檜山地方,鶉（ウズラ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,89.0,8,2013,08,18,27.0,8,2012,06,06,1977
24217,北海道 檜山地方,江差（エサシ）,47428,2019,06,30,05,50,0.0,8,0.0,4,,,,,,68.5,8,1975,09,08,41.7,8,1959,06,15,1941
24236,北海道 檜山地方,石崎（イシザキ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,82,8,1996,08,23,23.0,8,2015,06,13,1977
31001,青森県,大間（オオマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,52,8,1998,08,03,21,8,1998,06,01,1976
31036,青森県,湯野川（ユノカワ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,58.5,8,2016,07,31,16,8,2007,06,06,2005
31111,青森県,むつ（ムツ）,47576,2019,06,30,05,50,0.0,8,0.5,4,05,45,4,,,51.5,8,1973,09,24,25.4,8,1967,06,26,1937
31121,青森県,小田野沢（オダノサワ）,,2019,06,30,05,50,0.5,8,1.5,4,01,28,4,,,48,8,1982,09,13,30,8,2004,06,22,1976
31136,青森県,今別（イマベツ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,58,8,2006,08,18,25,8,1996,06,15,1976
31156,青森県,脇野沢（ワキノサワ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,60,8,2005,09,18,23,8,2007,06,06,1976
31186,青森県,市浦（シウラ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,77,8,1994,08,30,23.5,8,2014,06,16,1976
31201,青森県,蟹田（カニタ）,,2019,06,30,05,50,0.0,8,0.5,4,04,47,4,,,61,8,2006,08,18,30,8,1996,06,15,1976
31296,青森県,五所川原（ゴショガワラ）,,2019,06,30,05,50,0.0,8,2.0,4,01,48,4,,,59.0,8,2014,09,10,29.0,8,2017,06,16,1976
31312,青森県,青森（アオモリ）,47575,2019,06,30,05,50,0.0,8,0.5,4,03,02,4,,,67.5,8,2000,07,25,26.5,8,2010,06,21,1937
31321,青森県,大和山（ヤマトヤマ）,,2019,06,30,05,50,0.0,8,0.5,4,03,37,4,,,50,8,2007,11,12,18.0,8,2008,06,13,1976
31332,青森県,野辺地（ノヘジ）,,2019,06,30,05,50,0.0,8,0.5,4,04,14,4,,,53.5,8,2016,08,23,17.0,8,2016,06,17,2008
31336,青森県,六ケ所（ロッカショ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,46,8,1990,10,26,33,8,1991,06,28,1982
31366,青森県,鰺ケ沢（アジガサワ）,,2019,06,30,05,50,0.0,8,3.0,4,00,43,4,,,52.0,8,2013,08,19,35.5,8,2010,06,23,1976
31386,青森県,青森大谷（アオモリオオタニ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,41.0,8,2012,07,16,16.0,8,2014,06,13,2003
31411,青森県,七戸（シチノヘ）,,2019,06,30,05,50,0.0,8,1.0,4,02,46,4,,,41.0,8,2017,07,22,17,8,1997,06,21,1977
31436,青森県,深浦（フカウラ）,47574,2019,06,30,05,50,0.0,8,3.5,4,01,40,4,,,70.1,8,1955,08,30,32.5,8,1968,06,21,1940
31451,青森県,岳（ダケ）,,2019,06,30,05,50,0.0,8,3.0,4,00,07,4,,,66.5,8,2012,09,05,26,8,1978,06,21,1976
31461,青森県,弘前（ヒロサキ）,,2019,06,30,05,50,0.0,8,2.0,4,00,52,4,,,63,8,1977,08,05,21,8,1981,06,22,1976
31466,青森県,黒石（クロイシ）,,2019,06,30,05,50,0.0,8,1.5,4,01,14,4,,,58,8,1977,08,05,22,8,2007,06,06,1976
31482,青森県,酸ケ湯（スカユ）,,2019,06,30,05,50,0.0,8,2.0,4,01,45,4,,,52,8,2006,08,18,34,8,1980,06,17,1976
31506,青森県,三沢（ミサワ）,,2019,06,30,05,50,0.0,8,0.5,4,05,19,4,,,61,8,1990,11,04,18,8,2004,06,21,1976
31551,青森県,大鰐（オオワニ）,,2019,06,30,05,50,0.0,8,2.0,4,00,42,4,,,40.0,8,2013,07,27,28.5,8,2014,06,16,2010
31562,青森県,温川（ヌルカワ）,,2019,06,30,05,50,0.0,8,2.5,4,01,19,4,,,51,8,1995,08,21,34.5,8,2010,06,20,1983
31586,青森県,十和田（トワダ）,,2019,06,30,05,50,0.0,8,1.0,4,03,36,4,,,62,8,1990,10,26,23.0,8,2010,06,20,1976
31602,青森県,八戸（ハチノヘ）,47581,2019,06,30,05,50,0.0,8,0.5,4,03,53,4,,,67.0,8,1969,08,05,25.8,8,1939,06,09,1936
31646,青森県,碇ケ関（イカリガセキ）,,2019,06,30,05,50,0.0,8,2.0,4,00,48,4,,,86.5,8,2012,08,06,32,8,1980,06,17,1976
31662,青森県,休屋（ヤスミヤ）,,2019,06,30,05,50,0.0,8,0.5,4,04,51,4,,,42,8,2005,08,13,22.0,8,2008,06,13,1982
31671,青森県,戸来（ヘライ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,51,8,1999,10,28,27,8,2003,06,17,1978
31721,青森県,三戸（サンノヘ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,49,8,1999,10,28,33,8,1983,06,19,1976
32056,秋田県,八森（ハチモリ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,72,8,2002,08,04,25,8,1991,06,30,1976
32071,秋田県,藤里（フジサト）,,2019,06,30,05,50,0.0,8,1.5,4,00,11,4,,,67.0,8,2011,08,17,27.0,8,2014,06,30,1978
32091,秋田県,陣場（ジンバ）,,2019,06,30,05,50,0.0,8,2.0,4,00,58,4,,,78.0,8,2017,07,22,27,8,1998,06,26,1976
32096,秋田県,藤原（フジワラ）,,2019,06,30,05,50,0.0,8,0.5,4,04,03,4,,,56,8,2005,09,19,39.5,8,2011,06,17,1983
32111,秋田県,能代（ノシロ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,57,8,2003,08,25,25.5,8,2013,06,18,1976
32126,秋田県,鷹巣（タカノス）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,57,8,2002,08,04,22,8,1991,06,30,1976
32136,秋田県,大館（オオダテ）,,2019,06,30,05,50,0.0,8,1.0,4,00,41,4,,,68.0,8,2013,08,09,28.5,8,2013,06,18,1976
32146,秋田県,鹿角（カヅノ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,108.5,8,2013,08,09,24.0,8,2014,06,29,1976
32181,秋田県,脇神（ワキガミ）,,2019,06,30,05,50,0.0,8,1.5,4,00,26,4,,,66,8,2006,08,18,31.5,8,2013,06,18,2003
32206,秋田県,湯瀬（ユゼ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,50.5,8,2013,08,09,28.0,8,2011,06,30,1976
32266,秋田県,八幡平（ハチマンタイ）,,2019,06,30,05,50,0.0,8,0.5,4,01,58,4,,,58.0,8,2014,08,01,26.5,8,2014,06,29,1978
32276,秋田県,男鹿真山（オガシンザン）,,2019,06,30,05,50,0.0,8,0.5,4,04,18,4,,,56.5,8,2008,08,30,25.5,8,2011,06,30,1985
32286,秋田県,男鹿（オガ）,,2019,06,30,05,50,0.0,8,1.0,4,00,57,4,,,64.5,8,2011,07,28,25,8,2002,06,21,1976
32287,秋田県,大潟（オオガタ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,61,8,2005,09,01,22,8,2002,06,21,1977
32296,秋田県,五城目（ゴジョウメ）,,2019,06,30,05,50,0.0,8,0.5,4,02,15,4,,,60.0,8,2011,07,28,30.5,8,2011,06,30,1976
32311,秋田県,阿仁合（アニアイ）,,2019,06,30,05,50,0.0,8,0.5,4,02,26,4,,,68.0,8,2014,07,19,29.5,8,2011,06,30,1976
32312,秋田県,比立内（ヒタチナイ）,,2019,06,30,05,50,0.0,8,0.5,4,02,44,4,,,66,8,1979,07,08,35.5,8,2008,06,26,1976
32376,秋田県,桧木内（ヒノキナイ）,,2019,06,30,05,50,0.0,8,1.5,4,02,39,4,,,81.0,8,2013,08,09,32.0,8,2011,06,24,1978
32402,秋田県,秋田（アキタ）,47582,2019,06,30,05,50,0.0,8,0.5,4,01,25,4,,,72.4,8,1964,08,13,27.0,8,1991,06,30,1938
32407,秋田県,岩見三内（イワミサンナイ）,,2019,06,30,05,50,0.0,8,1.0,4,01,35,4,,,58,8,1987,08,17,31.5,8,2016,06,19,1976
32408,秋田県,仁別（ニベツ）,,2019,06,30,05,50,0.0,8,0.5,4,01,45,4,,,81.0,8,2018,08,05,37.5,8,2011,06,30,1985
32426,秋田県,鎧畑（ヨロイバタ）,,2019,06,30,05,50,0.0,8,0.5,4,01,49,4,,,88.0,8,2013,08,09,35,8,1996,06,18,1977
32431,秋田県,田沢湖高原（タザワココウゲン）,,2019,06,30,05,50,0.0,8,0.5,4,03,16,4,,,48.5,8,2017,08,22,23.5,8,2018,06,27,2014
32451,秋田県,雄和（ユウワ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,73.5,8,2017,07,22,29.0,8,2011,06,24,2003
32466,秋田県,角館（カクノダテ）,,2019,06,30,05,50,0.0,8,0.5,4,02,23,4,,,66,8,1990,07,26,37.0,8,2011,06,24,1976
32476,秋田県,田沢湖（タザワコ）,,2019,06,30,05,50,0.0,8,1.0,4,02,58,4,,,52,8,2002,08,06,36.0,8,2011,06,24,1976
32496,秋田県,大正寺（ダイショウジ）,,2019,06,30,05,50,0.0,8,1.0,4,00,10,4,,,61.0,8,2013,07,02,43.0,8,2011,06,24,1976
32551,秋田県,大曲（オオマガリ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,67,8,2007,08,22,30.5,8,2014,06,10,1976
32571,秋田県,本荘（ホンジョウ）,,2019,06,30,05,50,0.0,8,0.5,4,00,41,4,,,77,8,2007,08,27,30.0,8,2010,06,23,1976
32581,秋田県,東由利（ヒガシユリ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,65,8,1995,08,26,43.5,8,2014,06,29,1976
32596,秋田県,横手（ヨコテ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,68.5,8,2017,07,22,27,8,2001,06,29,1976
32616,秋田県,にかほ（ニカホ）,,2019,06,30,05,50,0.0,8,0.5,4,00,10,4,,,64.5,8,2010,08,25,25,8,1991,06,13,1976
32626,秋田県,矢島（ヤシマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,58,8,1998,08,07,34.5,8,2011,06,24,1976
32681,秋田県,笹子（ジネゴ）,,2019,06,30,05,50,0.0,8,0.5,4,05,44,4,,,45.5,8,2017,07,22,40.5,8,2010,06,23,1983
32691,秋田県,湯沢（ユザワ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,48.5,8,2016,08,01,26,8,1978,06,20,1976
32701,秋田県,東成瀬（ヒガシナルセ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,49.0,8,2013,07,27,49,8,1978,06,12,1976
32771,秋田県,湯の岱（ユノタイ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,50,8,1989,07,24,44.0,8,2015,06,16,1976
33006,岩手県,種市（タネイチ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,86,8,2007,11,11,32.0,8,2008,06,24,1976
33026,岩手県,軽米（カルマイ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,65,8,2005,07,31,30,8,1996,06,15,1976
33071,岩手県,二戸（ニノヘ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,47.0,8,2014,08,15,24,8,1978,06,12,1976
33086,岩手県,大野（オオノ）,,2019,06,30,05,50,0.0,8,0.5,4,00,14,4,,,58.0,8,2016,08,30,29,8,1981,06,06,1976
33136,岩手県,山形（ヤマガタ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,62.5,8,2008,07,07,24.5,8,2014,06,30,1977
33146,岩手県,久慈（クジ）,,2019,06,30,05,50,0.0,8,1.0,4,00,03,4,,,65,8,2001,09,11,25.5,8,2008,06,24,1976
33166,岩手県,荒屋（アラヤ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,55.5,8,2016,08,26,33,8,1982,06,08,1976
33176,岩手県,奥中山（オクナカヤマ）,,2019,06,30,05,50,0.0,8,0.5,4,03,39,4,,,37.0,8,2008,08,29,27.0,8,2016,06,09,1977
33186,岩手県,葛巻（クズマキ）,,2019,06,30,05,50,0.0,8,0.5,4,00,06,4,,,49,8,2002,08,19,39,8,2003,06,17,1976
33201,岩手県,下戸鎖（シモトクサリ）,,2019,06,30,05,50,0.0,8,0.5,4,00,21,4,,,80.0,8,2016,08,30,27,8,2001,06,29,1978
33206,岩手県,普代（フダイ）,,2019,06,30,05,50,0.0,8,0.5,4,00,54,4,,,65.0,8,2012,09,05,29.5,8,2019,06,25,1976
33226,岩手県,岩手松尾（イワテマツオ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,50,8,2006,08,23,23,8,2001,06,29,1976
33231,岩手県,一方井（イッカタイ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,32.0,8,2016,08,26,27.0,8,2019,06,19,2014
33296,岩手県,好摩（コウマ）,,2019,06,30,05,50,0.0,8,0.5,4,00,16,4,,,55,8,2001,07,04,36.0,8,2010,06,23,1976
33326,岩手県,岩泉（イワイズミ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,70.5,8,2016,08,30,33.5,8,2017,06,25,1976
33336,岩手県,小本（オモト）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,65,8,1989,10,13,39.0,8,2015,06,28,1977
33351,岩手県,葛根田（カッコンダ）,,2019,06,30,05,50,0.0,8,0.5,4,04,24,4,,,59,8,1994,08,31,30,8,1982,06,21,1977
33361,岩手県,滝沢（タキザワ）,,2019,06,30,05,50,0.0,8,0.5,4,01,29,4,,,52.5,8,2017,08,22,33.5,8,2015,06,17,2005
33371,岩手県,薮川（ヤブカワ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,65.0,8,2017,08,22,35.0,8,2015,06,17,1976
33421,岩手県,雫石（シズクイシ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,78.0,8,2013,08,09,29.5,8,2010,06,20,1976
33431,岩手県,盛岡（モリオカ）,47584,2019,06,30,05,50,0.0,8,0.5,4,01,00,4,,,62.7,8,1938,08,15,37.7,8,1940,06,29,1923
33441,岩手県,区界（クザカイ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,86.5,8,2013,07,15,58.5,8,2015,06,14,1993
33461,岩手県,刈屋（カリヤ）,,2019,06,30,05,50,0.0,8,0.5,4,01,10,4,,,47.5,8,2011,07,12,18.0,8,2019,06,16,2011
33472,岩手県,宮古（ミヤコ）,47585,2019,06,30,05,50,0.0,8,0.0,4,,,,,,80.0,8,2016,08,30,30.5,8,1993,06,03,1937
33486,岩手県,沢内（サワウチ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,55.0,8,2017,08,24,24.0,8,2018,06,27,2017
33501,岩手県,紫波（シワ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,95.5,8,2015,06,16,95.5,8,2015,06,16,1976
33526,岩手県,川井（カワイ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,67.5,8,2015,08,11,36,8,2007,06,25,1977
33566,岩手県,豊沢（トヨサワ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,42.5,8,2018,08,16,35,8,1982,06,18,1976
33576,岩手県,花巻（ハナマキ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,65.5,8,2014,09,10,26.0,8,2018,06,09,1976
33581,岩手県,大迫（オオハサマ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,63.5,8,2013,08,09,27.0,8,2018,06,09,1976
33596,岩手県,附馬牛（ツキモウシ）,,2019,06,30,05,50,0.0,8,0.5,4,03,20,4,,,50.0,8,2013,08,09,32.0,8,2013,06,27,2005
33611,岩手県,大槌（オオツチ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,57.0,8,2012,10,01,21.0,8,2012,06,04,2000
33616,岩手県,山田（ヤマダ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,74,8,1990,12,01,33,8,1992,06,11,1976
33631,岩手県,湯田（ユダ）,,2019,06,30,05,50,1.0,8,1.0,4,05,50,4,,,45.0,8,2012,10,01,30.0,8,2011,06,24,1976
33671,岩手県,遠野（トオノ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,50.0,8,2017,07,18,28.0,8,2010,06,10,1976
33686,岩手県,新町（シンチョウ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,73.5,8,2017,09,18,20.0,8,2012,06,20,2011
33711,岩手県,金ヶ崎（カネガサキ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,39,8,2007,09,10,30.5,8,2010,06,20,2006
33716,岩手県,北上（キタカミ）,,2019,06,30,05,50,0.5,8,0.5,4,05,50,4,,,65,8,1982,08,30,34.5,8,2019,06,22,1976
33726,岩手県,米里（ヨネサト）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,52.0,8,2008,07,28,37.5,8,2010,06,20,1976
33751,岩手県,釜石（カマイシ）,,2019,06,30,05,50,0.0,8,0.5,4,05,46,4,,,68.0,8,2013,07,26,43,8,2004,06,21,1976
33776,岩手県,若柳（ワカヤナギ）,,2019,06,30,05,50,0.0,8,0.0,4,,,,,,40,8,2007,05,31,31,8,2004,06,21,1976
